"Dataset","Site","River","Year","Month","Julian_Day","Temperature","Conductivity","Larval_Length","Membrane_Ave","Membrane_SD","Membrane_CV","Yolk_to_Membrane_Ratio","Yolk_Ave","Yolk_SD","Yolk_CV","Egg_Stage","Compact_Diffuse","Pigment","Sticky_Debris","Deflated","Genus","Common_Name","Family_ACGC","Genus_ACGC","Common_Name_ACGC"
"validation","MTH","IAR",2016,5,151,23.4,463,0,3.04182,0.10677,0.0351,0.45192,1.37464,0.02882,0.02097,"1","C","N","N","Y","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","MTH","IAR",2016,5,151,23.4,463,4.13957,3.36115,0.45864,0.13645,0.42685,1.4347,0.2267,0.15801,"8","C","N","N","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"validation","MTH","IAR",2016,5,151,23.4,463,0,3.69051,0.16118,0.04368,0.38458,1.4193,0.26916,0.18964,"1","C","N","N","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"validation","MTH","IAR",2016,5,151,23.4,463,4.398464,3.62123,0.32099,0.08864,0.58436,2.1161,0.05788,0.02735,"7","C","N","N","Y","Hypophthalmichthys","Bighead Carp","ACGC","ACGC","ACGC"
"validation","MTH","IAR",2016,5,151,23.4,463,0,3.85094,0.11759,0.03053,0.40509,1.55997,0.09218,0.05909,"1","C","N","N","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"validation","MTH","IAR",2016,5,151,23.4,463,4.142218,2.80947,0.2385,0.08489,0.57337,1.61086,0.28767,0.17858,"8","C","N","N","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"validation","MTH","IAR",2016,5,151,23.4,463,0,3.16006,0.45623,0.14437,0.49919,1.57749,0.32088,0.20341,"1","C","N","N","Y","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","MTH","IAR",2016,5,151,23.4,463,0,4.12206,0.1914,0.04643,0.43707,1.80164,0.10079,0.05594,"1","C","N","N","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"validation","MTH","IAR",2016,5,151,23.4,463,0,2.86695,0.51761,0.18055,0.66702,1.91231,0.05925,0.03098,"1","C","N","N","Y","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","MTH","IAR",2016,5,151,23.4,463,4.19033,3.97238,0.36246,0.09125,0.34718,1.37913,0.28802,0.20884,"8","C","N","N","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"validation","MTH","IAR",2016,5,151,23.4,463,3.887446,3.56538,0.31183,0.08746,0.42013,1.49792,0.21254,0.14189,"8","C","N","N","Y","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","MTH","IAR",2016,5,151,23.4,463,3.989878,3.10324,0.23887,0.07697,0.42109,1.30675,0.27004,0.20665,"8","C","N","N","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"validation","MTH","IAR",2016,5,151,23.4,463,0,3.87296,0.19458,0.05024,0.37425,1.44947,0.03602,0.02485,"1","C","N","N","Y","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","DNS","UMR",2016,5,151,24.6,442,0,3.39115,0.11439,0.03373,0.56045,1.90056,0.24435,0.12857,"1","C","N","N","N","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","DNS","UMR",2016,5,151,24.6,442,0,4.16157,0.10189,0.02448,0.40997,1.70612,0.02814,0.0165,"1","C","N","N","N","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","DNS","UMR",2016,5,151,24.6,442,0,3.81742,0.41778,0.10944,0.46632,1.78015,0.20288,0.11397,"1","C","N","N","Y","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","DNS","UMR",2016,5,151,24.6,442,0,3.68989,1.22516,0.33203,0.49609,1.8305,0.13776,0.07526,"1","C","N","N","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"validation","DNS","UMR",2016,5,151,24.6,442,0,4.13089,0.32396,0.07842,0.38161,1.57639,0.11041,0.07004,"1","C","N","N","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"validation","DNS","UMR",2016,5,151,24.6,442,0,3.83106,0.12463,0.03253,0.4649,1.78108,0.08848,0.04968,"1","C","N","N","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"validation","DNS","UMR",2016,5,151,24.6,442,0,4.3615,0.2519,0.05775,0.38819,1.69307,0.21913,0.12943,"1","C","N","N","N","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","DNS","UMR",2016,5,151,24.6,442,0,4.30829,0.82652,0.19184,0.38876,1.67488,0.08908,0.05318,"1","C","N","N","N","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","DNS","UMR",2016,5,151,24.6,442,0,4.49548,0.25052,0.05573,0.38568,1.73381,0.05994,0.03457,"1","C","N","N","N","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"validation","DNS","UMR",2016,5,151,24.6,442,0,4.10805,0.17396,0.04235,0.49415,2.03001,0.31808,0.15669,"1","C","N","N","Y","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","DNS","UMR",2016,5,151,24.6,442,0,3.55917,0.30499,0.08569,0.51441,1.83088,0.07929,0.04331,"1","C","N","N","N","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"validation","DNS","UMR",2016,5,151,24.6,442,0,3.67896,0.31581,0.08584,0.46449,1.70884,0.08486,0.04966,"1","C","N","N","Y","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","DNS","UMR",2016,5,151,24.6,442,0,3.76867,0.22863,0.06066,0.41007,1.54542,0.13538,0.0876,"1","C","N","N","Y","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","DNS","UMR",2016,5,151,24.6,442,0,3.61259,0.39109,0.10826,0.45521,1.64448,0.02009,0.01222,"1","C","N","N","Y","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","DNS","UMR",2016,5,151,24.6,442,0,3.65596,0.50305,0.1376,0.47815,1.7481,0.18692,0.10693,"1","C","N","N","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"validation","DNS","UMR",2016,5,151,24.6,442,0,3.83926,0.09028,0.02352,0.42206,1.62039,0.14673,0.09055,"1","C","N","N","N","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","DNS","UMR",2016,5,151,24.6,442,0,3.42928,0.13645,0.03979,0.50959,1.74751,0.1374,0.07863,"1","C","N","N","N","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","DNS","UMR",2016,5,151,24.6,442,0,3.57075,0.24804,0.06946,0.59981,2.14179,0.13562,0.06332,"1","C","N","N","N","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","DNS","UMR",2016,5,151,24.6,442,2.878461,2.99814,0.34258,0.11426,0.54115,1.62246,0.13205,0.08139,"6","C","N","N","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,3.55833,0.08747,0.02458,0.4546,1.61763,0.16466,0.10179,"1","C","N","N","Y","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,3.92854,0.17766,0.04522,0.43406,1.70523,0.03207,0.01881,"1","C","N","N","Y","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,4.42937,0.10273,0.02319,0.41685,1.84637,0.14801,0.08016,"1","C","N","N","N","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,4.18522,0.24941,0.05959,0.40303,1.68676,0.03829,0.0227,"1","C","N","N","N","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,3.96279,0.17296,0.04365,0.41846,1.65829,0.18767,0.11317,"1","C","N","N","Y","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,4.06932,0.21488,0.05281,0.41901,1.70507,0.1128,0.06616,"1","C","N","N","Y","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,3.27381,0.1286,0.03928,0.5359,1.75442,0.14817,0.08446,"1","C","N","N","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,3.07792,0.05099,0.01657,0.63205,1.94541,0.08165,0.04197,"1","C","N","N","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,3.19998,0.39559,0.12362,0.57447,1.8383,0.24169,0.13148,"1","C","N","N","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,3.13202,0.83245,0.26579,0.51702,1.61932,0.09298,0.05742,"1","C","N","N","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,3.92665,0.50357,0.12824,0.38458,1.51011,0.10738,0.07111,"1","C","N","N","Y","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,2.74587,0.40619,0.14793,0.55019,1.51076,0.03045,0.02015,"1","C","N","N","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,3.47968,0.40435,0.1162,0.47992,1.66997,0.09811,0.05875,"1","C","N","N","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,3.72838,0.294,0.07886,0.54029,2.01441,0.03619,0.01797,"1","C","N","N","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,3.1293,0.17352,0.05545,0.44283,1.38576,0.02729,0.01969,"1","C","N","N","Y","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,3.92609,0.20656,0.05261,0.45466,1.78502,0.06898,0.03864,"1","C","N","N","Y","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,5.14931,0.2545,0.04942,0.40027,2.06109,0.07055,0.03423,"1","C","N","N","Y","Hypophthalmichthys","Bighead Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,3.82621,0.51004,0.1333,0.4979,1.90507,0.04713,0.02474,"1","C","N","N","Y","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,4.1111,0.05021,0.01221,0.46473,1.91057,0.06827,0.03573,"1","C","N","N","Y","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,3.80051,0.05865,0.01543,0.38303,1.4557,0.06543,0.04495,"1","C","N","N","Y","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,4.15149,0.13101,0.03156,0.35483,1.47306,0.17339,0.11771,"1","C","N","N","N","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,4.08615,0.2899,0.07095,0.36538,1.49299,0.14248,0.09543,"1","C","N","N","Y","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,3.6221,0.0802,0.02214,0.40338,1.46109,0.17804,0.12185,"1","C","N","N","Y","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,3.99865,0.14586,0.03648,0.38992,1.55915,0.1165,0.07472,"1","C","N","N","N","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,4.37376,0.14951,0.03418,0.32058,1.40215,0.10571,0.07539,"1","C","N","N","N","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,3.77321,0.1723,0.04566,0.4755,1.79418,0.06264,0.03491,"1","C","N","N","Y","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,3.96596,0.03994,0.01007,0.46969,1.86277,0.16951,0.091,"1","C","N","N","Y","Hypophthalmichthys","Bighead Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,3.243006,3.04495,0.26006,0.08541,0.48831,1.48688,0.09011,0.06061,"7","C","N","N","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,4.26999,0.13487,0.03159,0.40797,1.74203,0.24822,0.14249,"1","C","N","N","Y","Hypophthalmichthys","Bighead Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,3.80979,0.16045,0.04212,0.43452,1.65544,0.15441,0.09327,"1","C","N","N","N","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,3.95876,0.2012,0.05082,0.36609,1.44928,0.15057,0.1039,"1","C","N","N","Y","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,3.66823,0.48912,0.13334,0.43853,1.60864,0.13145,0.08172,"1","C","N","N","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,2.99459,0.04438,0.01482,0.55006,1.64722,0.16938,0.10283,"1","C","N","N","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,3.88077,0.48655,0.12537,0.38184,1.48184,0.07559,0.05101,"1","C","N","N","Y","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,3.99796,0.13554,0.0339,0.42109,1.68352,0.11468,0.06812,"1","C","N","N","Y","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,4.00297,0.16955,0.04236,0.4184,1.67486,0.11338,0.0677,"1","C","N","N","Y","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,4.07257,0.22008,0.05404,0.42732,1.74028,0.27794,0.15971,"1","C","N","N","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,3.96776,0.22535,0.05679,0.38372,1.52251,0.14013,0.09204,"1","C","N","N","Y","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","UPI","UMR",2016,7,200,28.3,484,0,1.49722,0.07039,0.04701,0.72646,1.08767,0.1232,0.11327,"1","C","N","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","DNW","UMR",2016,6,180,26.5,440,2.311941,1.38459,0.02997,0.02164,0.79266,1.09751,0.10272,0.09359,"7","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","UPI","UMR",2016,6,172,26.5,440,0,1.9239,0.0342,0.01777,0.61379,1.18088,0.10411,0.08816,"1","C","N","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","UPI","UMR",2016,6,172,26.5,440,0,1.5459,0.03212,0.02078,0.66397,1.02643,0.06169,0.06011,"4","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","DNW","UMR",2016,8,241,27.1,421,0,2.30454,0.04369,0.01896,0.56324,1.298,0.03509,0.02704,"1","C","N","N","Y","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","DNW","UMR",2016,8,241,24.5,385,0,2.30454,0.04369,0.01896,0.56324,1.298,0.03509,0.02704,"1","C","N","N","Y","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","UPI","UMR",2016,6,180,27.1,421,0,1.65981,0.1226,0.07386,0.63542,1.05467,0.06025,0.05713,"6","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","UPI","UMR",2016,6,180,27.1,421,0,1.42178,0.0182,0.0128,0.70722,1.00552,0.0527,0.05241,"5","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","UPI","UMR",2016,6,180,27.1,421,0,1.70606,0.02847,0.01669,0.67635,1.1539,0.06309,0.05468,"4","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","UPI","UMR",2016,6,180,27.1,421,0,1.62608,0.06926,0.04259,0.66868,1.08733,0.0307,0.02823,"1","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","UPS","UMR",2016,5,132,18.3,383,0,1.6542,0.02953,0.01785,1,1.6542,0.02953,0.01785,"D","D","N","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","DNR","UMR",2016,5,131,28.1,553,0,1.77759,0.03191,0.01795,1,1.77759,0.03191,0.01795,"D","D","N","Y","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","UPD","UMR",2016,5,132,18.4,404,2.824274,1.56747,0.04305,0.02746,0.78291,1.22719,0.0809,0.06592,"7","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","MTH","IAR",2016,5,140,18.5,468,0,1.95684,0.24499,0.1252,0.58641,1.14751,0.07643,0.06661,"1","C","N","N","N","Notropis","Shiner sp.","Cyprinidae","Notropis","Shiner sp."
"validation","MTH","IAR",2016,5,151,23.4,463,0,1.55043,0.01087,0.00701,0.74178,1.15007,0.07638,0.06642,"4","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","MTH","IAR",2016,5,151,23.4,463,4.4425,4.10921,0.20079,0.04886,0.33934,1.39443,0.37062,0.26579,"8","C","N","N","N","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"validation","MTH","IAR",2016,5,151,23.4,463,3.696628,3.8786,0.42804,0.11036,0.37919,1.47074,0.12584,0.08556,"8","C","N","N","N","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","MTH","IAR",2016,5,151,23.4,463,3.575462,4.36139,0.25095,0.05754,0.3671,1.60108,0.15999,0.09992,"8","C","N","N","N","Hypophthalmichthys","Bighead Carp","ACGC","ACGC","ACGC"
"validation","MTH","IAR",2016,5,151,23.4,463,0,3.61101,0.19172,0.05309,0.4555,1.64483,0.06902,0.04196,"1","C","N","N","Y","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","MTH","IAR",2016,5,151,23.4,463,4.548086,3.788,0.23749,0.0627,0.37801,1.43192,0.33934,0.23698,"8","C","N","N","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"validation","MTH","IAR",2016,5,151,23.4,463,0,1.68088,0.03663,0.02179,0.70674,1.18794,0.03556,0.02993,"6","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","MTH","IAR",2016,5,151,23.4,463,0,3.48968,0.35943,0.103,0.46121,1.60949,0.07499,0.04659,"1","C","N","N","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"validation","MTH","IAR",2016,5,151,23.4,463,3.797752,3.25331,0.92388,0.28398,0.4433,1.44219,0.29531,0.20477,"8","C","N","N","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"validation","MTH","IAR",2016,5,151,23.4,463,0,3.79741,0.19155,0.05044,0.38804,1.47356,0.19372,0.13146,"1","C","N","N","Y","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","MTH","IAR",2016,5,140,18.5,468,0,1.76074,0.07073,0.04017,0.74161,1.30578,0.05208,0.03988,"1","C","N","Y","Y","Notropis","Shiner sp.","Cyprinidae","Notropis","Shiner sp."
"validation","MTH","SKK",2016,5,151,22,380,0,3.0991,0.39478,0.12739,0.53868,1.66943,0.0988,0.05918,"1","C","N","N","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,3.63292,0.11355,0.03125,0.54296,1.97252,0.07944,0.04027,"1","C","N","N","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,3.07835,0.28449,0.09242,0.57474,1.76925,0.0895,0.05059,"1","C","N","N","Y","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,4.11497,0.13359,0.03246,0.42493,1.74856,0.1261,0.07212,"1","C","N","N","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,3.84003,0.1827,0.04758,0.44622,1.71351,0.03761,0.02195,"1","C","N","N","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,4.36401,0.34059,0.07805,0.43458,1.89649,0.05033,0.02654,"1","C","N","N","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,3.06726,0.2553,0.08324,0.5353,1.64189,0.12186,0.07422,"1","C","N","N","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,3.37625,0.27079,0.0802,0.51999,1.75561,0.10166,0.05791,"1","C","N","N","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,4.32176,0.38528,0.08915,0.42162,1.82213,0.09494,0.05211,"1","C","N","N","Y","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,3.11338,0.42039,0.13503,0.40951,1.27497,0.05942,0.0466,"1","C","N","N","Y","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,3.68579,0.13849,0.03758,0.41122,1.51567,0.11154,0.07359,"1","C","N","N","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,3.79082,0.24166,0.06375,0.45861,1.7385,0.15058,0.08661,"1","C","N","N","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,3.66335,0.34206,0.09337,0.52243,1.91386,0.14559,0.07607,"1","C","N","N","Y","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,3.98985,0.14665,0.03676,0.43787,1.74702,0.06032,0.03453,"1","C","N","N","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,4.02666,0.16501,0.04098,1,4.02666,0.16501,0.04098,"1","C","N","N","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,3.77214,0.31827,0.08437,0.43363,1.63572,0.07005,0.04283,"1","C","N","N","Y","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,3.17865,0.22874,0.07196,0.54083,1.71911,0.11643,0.06773,"1","C","N","N","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,3.28613,0.15026,0.04573,0.5768,1.89545,0.13568,0.07158,"1","C","N","N","Y","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,2.75281,0.11134,0.04045,1,2.75281,0.11134,0.04045,"D","D","N","N","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,3.14273,0.22544,0.07173,0.47454,1.49136,0.10969,0.07355,"1","C","N","N","Y","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,3.7517,0.30936,0.08246,0.46376,1.73988,0.03148,0.01809,"1","C","N","N","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,3.919,0.25701,0.06558,0.43096,1.68893,0.10168,0.06021,"1","C","N","N","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,3.33947,0.51426,0.154,0.47053,1.57131,0.03061,0.01948,"1","C","N","N","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,3.67171,0.20122,0.0548,0.46556,1.70942,0.11321,0.06623,"1","C","N","N","Y","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,3.07373,0.20567,0.06691,0.56375,1.73281,0.16867,0.09734,"1","C","N","N","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,3.56876,0.41453,0.11615,1,3.56876,0.41453,0.11615,"1","C","N","N","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,3.72737,0.26616,0.07141,0.47335,1.76436,0.05532,0.03135,"1","C","N","N","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,3.69126,0.26595,0.07205,0.49198,1.81603,0.13816,0.07608,"1","C","N","N","Y","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,3.67991,0.24691,0.0671,0.48606,1.78867,0.08184,0.04576,"1","C","N","N","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,3.152629,3.39052,0.18432,0.05436,0.53063,1.7991,0.17028,0.09465,"6","C","N","N","Y","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,4.25753,0.59437,0.1396,0.44608,1.8992,0.06893,0.0363,"1","C","N","N","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,3.34152,0.46,0.13766,0.45703,1.52719,0.05068,0.03318,"1","C","N","N","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,2.90769,0.1265,0.04351,0.67453,1.96132,0.06137,0.03129,"1","C","N","N","Y","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
